BFBFFBFLRR 82 3 659
FFBFBFBLLL 21 0 168
FFBFFBFRRL 18 6 150
BFBFBBFRRL 86 6 694
FFBBFBBLLR 27 1 217
FBBBBBFLLR 62 1 497
BFFBFFFRLL 72 4 580
BBFFFBBLLL 99 0 792
FBFFFFFLLR 32 1 257
FFBBBFFRRR 28 7 231
FBFFFBFRRR 34 7 279
FFFBBBBLRL 15 2 122
FBFBFBBRRL 43 6 350
FBBFBFBLLL 53 0 424
BFBFFFFLRR 80 3 643
BBFFBFBLRL 101 2 810
FFFBFBFRLR 10 5 85
BFFBBFFLRL 76 2 610
FFFBBFFRRL 12 6 102
BFBFBFBRRL 85 6 686
FFBBBFFLLL 28 0 224
BBFFFBFLRR 98 3 787
FFFBBBBLLR 15 1 121
FFBBBFFRLR 28 5 229
FFBFBBFLRL 22 2 178
FFBBBFBLRL 29 2 234
BFBFFFFRRL 80 6 646
FBFBBFFLRR 44 3 355
FBBBBBBLRR 63 3 507
FBFBBBBRRR 47 7 383
FFBFBFFLRR 20 3 163
FBBFBFFRLR 52 5 421
BFFBBBBRRR 79 7 639
BFFFBFBLLL 69 0 552
BFFBBFFLLL 76 0 608
BFFFFBBLRL 67 2 538
FFBBBBBLLL 31 0 248
FBBBBFFRRR 60 7 487
FFBBFFBRRL 25 6 206
BBFBBFFLLL 108 0 864
FFFBBFBRRL 13 6 110
BFBFFFFRLR 80 5 645
FBFFBFBLLL 37 0 296
FFFBBFFLRL 12 2 98
BBFFBFFLLR 100 1 801
FBBFBFFLRR 52 3 419
FBFFBBBRLR 39 5 317
FBFFFFFRRL 32 6 262
FFFBBFBRLL 13 4 108
BFFBFFFLRL 72 2 578
BFFBBFBLRR 77 3 619
FFBFBFBLRL 21 2 170
FBBFBFBLLR 53 1 425
BBFFFFBLLR 97 1 777
BFBFBFBLRL 85 2 682
FFBBBFBRRL 29 6 238
BBFFBFBLLR 101 1 809
BBFFFFBRRR 97 7 783
FFBFBFBRLR 21 5 173
BBFBFFFRLR 104 5 837
FBBBFBFRLL 58 4 468
FFBBFBFRRL 26 6 214
BBFBFBBLLR 107 1 857
FFBBFFFLRL 24 2 194
FFBFFBBLLL 19 0 152
FBFBBFFLLR 44 1 353
FFBFFFFLRR 16 3 131
BFBBFFBRLL 89 4 716
BFBBFBBLLL 91 0 728
BBFBFFFRRL 104 6 838
FBBBFBBRRL 59 6 478
BBFBFBBRLR 107 5 861
BBFBFFBRRL 105 6 846
FBFBBBFLRL 46 2 370
BFBFBFFRRL 84 6 678
FFBBBBFRRL 30 6 246
BFFFBBFRRR 70 7 567
FFFBBBBRLL 15 4 124
FBBBFFBRLR 57 5 461
FBBFBBBRLL 55 4 444
BFBFFBBLRL 83 2 666
FFFBBBFLLR 14 1 113
BFBBFBBRRR 91 7 735
FFFBFBBLLL 11 0 88
FFFBBBBRLR 15 5 125
FBFFBFBLLR 37 1 297
FBFBFBBRLR 43 5 349
FFBBFFBRLR 25 5 205
BBFFFFFLLL 96 0 768
FFFBFFBRLL 9 4 76
FFBBBBBRLL 31 4 252
FBBFBFFLLR 52 1 417
BBFFFBBLRL 99 2 794
FBBBFBBLLR 59 1 473
BFFFFFFLRL 64 2 514
FFFBFBFRRR 10 7 87
BFFFFFBLRL 65 2 522
BFBBFBFLRL 90 2 722
BFBBFFBRRL 89 6 718
FBFBBFFRLL 44 4 356
FFBFBFFRRL 20 6 166
BFFFBBFLLL 70 0 560
BBFFBFBRLR 101 5 813
BFFBFBBLLR 75 1 601
FBFBBBBLRL 47 2 378
FBFFBFFRRR 36 7 295
FBFFFBBRRR 35 7 287
FBBFFBBLRL 51 2 410
FBFBBBBRLR 47 5 381
BFBBFFFRRR 88 7 711
BFFBBFBRRL 77 6 622
FBBFBFFRLL 52 4 420
FFBBFFFRLR 24 5 197
FFFBFBFLRR 10 3 83
FFBBBBFRLL 30 4 244
FBBFBBBLRL 55 2 442
BBFFBBFRLR 102 5 821
BBFFFBFLLL 98 0 784
BFFFFBFRRL 66 6 534
BFFBBFBLLR 77 1 617
FFBFFFBLLR 17 1 137
FFFBFBBLRR 11 3 91
BFBFFBFLRL 82 2 658
BFFBBFBRLL 77 4 620
FBFFBBFRLL 38 4 308
FFBBFBFLRR 26 3 211
BBFFBFBRLL 101 4 812
FBBBFFBRRL 57 6 462
FBFBBBFLLR 46 1 369
FFBBFFFLLR 24 1 193
FBFFBBFLRR 38 3 307
BFBFBFBLLL 85 0 680
BBFBFFBLLL 105 0 840
BFFFBBFLRR 70 3 563
BFBBBFBRLL 93 4 748
BFBFBBFRLL 86 4 692
BBFBFFFLLL 104 0 832
FBFFFFBLRR 33 3 267
BFFFBFBLLR 69 1 553
FFBBFFBLLL 25 0 200
FBBBFFFLRL 56 2 450
BFFBFFBRRL 73 6 590
FBBFBFBRRL 53 6 430
FBBBBBFRLR 62 5 501
FBBBBFFLRL 60 2 482
FBBBFBFRRL 58 6 470
BFFFBBBRRL 71 6 574
FBBFBFFRRR 52 7 423
BFFFFBFRLR 66 5 533
BBFBFFBLRR 105 3 843
BFBBBBBRLR 95 5 765
FBFFFBBRLR 35 5 285
FBFFBBFLRL 38 2 306
FBFFFFBLLR 33 1 265
BFFBFBFRRL 74 6 598
FFBFBBBLLL 23 0 184
FBBFFBFLRR 50 3 403
BFBFBFBLRR 85 3 683
FFFBFBFRRL 10 6 86
FFBBBBBLRL 31 2 250
BFFBFFFRRR 72 7 583
FFBFBFBLLR 21 1 169
FFBFFBBRRL 19 6 158
BFFBFFBRLL 73 4 588
BBFFBFBLLL 101 0 808
BFBBFBBRRL 91 6 734
FFBFFBBRLR 19 5 157
BFFFBFFRRR 68 7 551
BFBBFFBLLL 89 0 712
FBFFFBFLLR 34 1 273
BFBFFFBLLR 81 1 649
FFBBBFFLRL 28 2 226
FFBFBBFRRR 22 7 183
BFBBFFFRLR 88 5 709
BFFFBFFLLR 68 1 545
FBBFBBFRRL 54 6 438
FBBFFBFLRL 50 2 402
BFBBFBFLLR 90 1 721
FFBBBFBRLR 29 5 237
FBFBBFFLRL 44 2 354
FBFBFBFRRL 42 6 342
FBBBFBFLRL 58 2 466
FBFBBFFRLR 44 5 357
FFBFFBFLRR 18 3 147
BFFBFBBRRL 75 6 606
BFFBBBBRLL 79 4 636
BFBFBBBRRL 87 6 702
BFFFFBBRRL 67 6 542
BFFFFBBLLL 67 0 536
FBFFFBFLRR 34 3 275
BFFFBBBLRL 71 2 570
BBFFBBFLRL 102 2 818
FFBBFBFRLL 26 4 212
FBBBFFFRLR 56 5 453
FBFFBFBRRL 37 6 302
BFBBBBBLLL 95 0 760
BBFFBFBRRR 101 7 815
FBBBFFBLRL 57 2 458
BFBBFFFLLL 88 0 704
BBFFFFFRRR 96 7 775
FFFBFFBLRR 9 3 75
FBBBFBFLLR 58 1 465
BBFFFBBRRR 99 7 799
FBFFFBFLLL 34 0 272
BBFFFBFRLR 98 5 789
BFFBFBFRLR 74 5 597
BFBBBFFRRL 92 6 742
BFBFBBBRLL 87 4 700
BFFBBFBLRL 77 2 618
FFBFBBFLLR 22 1 177
FBBFFFBLLL 49 0 392
BBFBFBFLRL 106 2 850
FFFBFBBRRR 11 7 95
BBFFFFBRLL 97 4 780
BFFBFFBLLL 73 0 584
BFFFBBBLLL 71 0 568
FFFBBFBLRR 13 3 107
FBBFBBBLRR 55 3 443
FBFFFBBRLL 35 4 284
FFBFFFBLRL 17 2 138
BBFFFBFRLL 98 4 788
BFBFBFFRLR 84 5 677
FBFBFBBRLL 43 4 348
FBBBFFBRRR 57 7 463
FBFBFFFRLR 40 5 325
BFBBBFBLLR 93 1 745
FBFFFBFRRL 34 6 278
BFBBFFFLRL 88 2 706
BFFBBFBRRR 77 7 623
BBFBFFFRLL 104 4 836
BFBBBFFLLR 92 1 737
FBFFBBBLRR 39 3 315
BFFBBBFRLL 78 4 628
BFBBFFFRRL 88 6 710
FFFBBBBLRR 15 3 123
BBFFBBBRLR 103 5 829
FBFBBBBLLR 47 1 377
BFFFBFBRRR 69 7 559
FBFBFFFLLL 40 0 320
FFFBBBFRRR 14 7 119
FFBFFBFLLL 18 0 144
BBFFBBBRRR 103 7 831
FFBFBBBRLL 23 4 188
FBBBBFFLRR 60 3 483
FBBFFFBRRL 49 6 398
FBBBFBBRRR 59 7 479
FBFBBFBLRL 45 2 362
BBFFFBBRLL 99 4 796
FBFBFFBLRR 41 3 331
FFBFFFFRRL 16 6 134
FBBBBFBLLL 61 0 488
FFFBBFFRRR 12 7 103
BFBFBBFLRL 86 2 690
BFBFBBBRRR 87 7 703
FBFFBBFLLR 38 1 305
FBFBFBBLLL 43 0 344
BFBFBBFRLR 86 5 693
FFBBBFBRLL 29 4 236
BBFBFBFLLR 106 1 849
BFFFBFFRRL 68 6 550
FFFBBBFRLL 14 4 116
FBFFBFFLRL 36 2 290
BFFFFFBLLR 65 1 521
FFFBBFBRLR 13 5 109
BBFBFFBLRL 105 2 842
BFFBBFFRLL 76 4 612
BFBBFFFLRR 88 3 707
BFBBBBBLLR 95 1 761
BFFBBFFLLR 76 1 609
FFBFBFBRRR 21 7 175
FFBBFFBLLR 25 1 201
FBBBFBBRLL 59 4 476
BFBBFFBLRL 89 2 714
FBBFBBBRRL 55 6 446
FBBBBFBLRL 61 2 490
BFBBBFFLRL 92 2 738
BFFFFFBLRR 65 3 523
FBFBFFFRLL 40 4 324
FBFBFFBRRL 41 6 334
FBFFBFFRLL 36 4 292
BFBFBFBRLL 85 4 684
BFFBFBFLRL 74 2 594
BFBBFFBRRR 89 7 719
BBFFFFFLRL 96 2 770
FBBBFBBLRL 59 2 474
BFBFFBBRLL 83 4 668
BBFFFBBRLR 99 5 797
BFBFFBFRLL 82 4 660
FFBFFFBRLL 17 4 140
BFFBBBBLLR 79 1 633
FBFFFFFLRL 32 2 258
BFBBBFFRLL 92 4 740
BFFBFBBLLL 75 0 600
BBFFBBBLLL 103 0 824
BFFBBFFLRR 76 3 611
BFFBFFFRLR 72 5 581
FBFBFFFRRL 40 6 326
FBBFFBFRRL 50 6 406
FBBFBBBRRR 55 7 447
BFFFFFBRRL 65 6 526
BFBBFBFRRR 90 7 727
BBFFBFFLRL 100 2 802
FBFBBFBRLL 45 4 364
FBFBFBFLRR 42 3 339
BBFFBBFRLL 102 4 820
FFBBBFFRRL 28 6 230
BFFBBFFRRL 76 6 614
BFFBFBBRRR 75 7 607
BBFFFFFRRL 96 6 774
FFBBFBBRLR 27 5 221
BBFBFBBRRR 107 7 863
BFBFFFFRLL 80 4 644
BFFBBFFRLR 76 5 613
FFFBBFBLRL 13 2 106
BBFFFFFLRR 96 3 771
BFBFBBFLLL 86 0 688
BFBBBBBLRR 95 3 763
FFFBFBFLLR 10 1 81
FBFFFFBLLL 33 0 264
BFFBBBFLLL 78 0 624
BFFBBBBRLR 79 5 637
BFFFFFFLRR 64 3 515
FFFBFBBLRL 11 2 90
BFFFFBFRRR 66 7 535
FBFFBBFLLL 38 0 304
FBFFFBFRLL 34 4 276
BBFBFFBRLL 105 4 844
BBFFFFBLRL 97 2 778
BBFFBFFLRR 100 3 803
FBBBBFBRRR 61 7 495
FBBFFFFLLL 48 0 384
FFBBBBBRRR 31 7 255
BFBFFBBLLR 83 1 665
FBFFFFFRLL 32 4 260
FFBFBFFRRR 20 7 167
FFBFFBFLLR 18 1 145
BFBFBBFLRR 86 3 691
FBFBBBBLRR 47 3 379
FBBFFFFLRR 48 3 387
FFBFBBBLRR 23 3 187
FBFFFFBRLR 33 5 269
FBFBBBFLRR 46 3 371
BFBFFFFRRR 80 7 647
FBBFFFFLLR 48 1 385
BBFBFBBLRL 107 2 858
FFBBFFBRRR 25 7 207
FFBFFBBLLR 19 1 153
BFBFBFFLLR 84 1 673
FBBFBBFLRR 54 3 435
FBBFFFBLRL 49 2 394
BFFBFBBLRR 75 3 603
FFBBFFFRRL 24 6 198
FBFFBFBRLR 37 5 301
FBFFBFBLRL 37 2 298
FFBFBBFRLR 22 5 181
FFBFFFFLRL 16 2 130
BBFFFFBRLR 97 5 781
FBFFBFBLRR 37 3 299
BFFBFFBLRL 73 2 586
BFBFFBBRRR 83 7 671
FBFFFFBRRL 33 6 270
FBFBFBBLRL 43 2 346
FFFBBBBRRR 15 7 127
BBFFBBFRRL 102 6 822
FBBFFBBRLR 51 5 413
BFFFFFFRLR 64 5 517
FBBFBBFRRR 54 7 439
FBFBBBFRLR 46 5 373
BFBFFFBRLR 81 5 653
FBBFFBFRRR 50 7 407
FFBBFBBLRR 27 3 219
FFFBBFFRLR 12 5 101
FFFBFBBRLR 11 5 93
FBBFFFFLRL 48 2 386
FBFBFFBRLL 41 4 332
BFBBFFFLLR 88 1 705
FBBFBBBLLR 55 1 441
BFFFFFFRLL 64 4 516
BBFFBBBRRL 103 6 830
FBFBBFBLLL 45 0 360
BBFBFBFLRR 106 3 851
FFBFBFFLRL 20 2 162
FFBFBBFRLL 22 4 180
FBBBFFFRLL 56 4 452
BBFFBFBRRL 101 6 814
FBBBFBFRRR 58 7 471
FFBFBFFLLL 20 0 160
FBFFFFBRRR 33 7 271
BFBFFBBLLL 83 0 664
FFFBFBFRLL 10 4 84
FBBFBBFLLL 54 0 432
BBFFFBFRRL 98 6 790
FFFBBFBLLL 13 0 104
BBFBFBBRLL 107 4 860
BFBBBFBRRR 93 7 751
BFFFFBBLRR 67 3 539
BFBFFFBRLL 81 4 652
BFFFBFFLRR 68 3 547
BFFBBBFRLR 78 5 629
FBBFFFFRRR 48 7 391
FBFFBBBLRL 39 2 314
FFBBBFFLRR 28 3 227
FFBFBBBRRR 23 7 191
BFBBFFFRLL 88 4 708
BFBFBBBLLR 87 1 697
FFFBBFFRLL 12 4 100
FBFBFBFRLL 42 4 340
FBBBBFFRLL 60 4 484
FFFBBBFRLR 14 5 117
BFBFBBBLRR 87 3 699
FBFFBFFRRL 36 6 294
FFBFFBFRLL 18 4 148
FBBFFFBRRR 49 7 399
FBBFFBBRRL 51 6 414
BBFFFBFRRR 98 7 791
FFFBBBFRRL 14 6 118
FFFBBFFLLL 12 0 96
BFBBFBFRLR 90 5 725
FBBBBBFLLL 62 0 496
BFBFBFFLLL 84 0 672
FBFBFFFRRR 40 7 327
FBFFBFFRLR 36 5 293
BFBBFBBLRR 91 3 731
FFBBFFBRLL 25 4 204
BFBBFBBRLL 91 4 732
FBBBBBFRRL 62 6 502
BFFFBFBRLR 69 5 557
BFBBBBBLRL 95 2 762
BFFBFFBRRR 73 7 591
BBFBFBFRRL 106 6 854
BFBFFBFRLR 82 5 661
BFFBFFFLRR 72 3 579
FBBBBFBRLL 61 4 492
BBFBFFBRRR 105 7 847
BFFFBFBRRL 69 6 558
BFFBFBBRLR 75 5 605
FBBBBFBLRR 61 3 491
BFBFFBBRLR 83 5 669
BFBBBFBRLR 93 5 749
BBFFFBBRRL 99 6 798
FBBFBFFLLL 52 0 416
FFBFFFFRLR 16 5 133
FBFBFFBRLR 41 5 333
BFFFBFFRLL 68 4 548
FBFBBBFRRL 46 6 374
FBFBFFFLRL 40 2 322
BBFBFFFLRR 104 3 835
FFBFFFFRRR 16 7 135
BFBBBFBRRL 93 6 750
FFFBBBBLLL 15 0 120
BBFBFBBRRL 107 6 862
FFBFFBBLRR 19 3 155
FBBFFBFLLR 50 1 401

